Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/25/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Botswana,BWA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,43.36448944,41.87051948,40.45692825,39.38077567,38.43049687,33.84146341,39.29539295,,,,,,,,,29.87817469,26.82803833,24.8986095,20.59629883,16.4904502,14.68629513,14.27195686,11.67228444,9.011781255,7.653078805,6.386170078,5.687681145,6.699287967,5.960822937,4.966687372,4.853313466,4.817534557,5.20492917,5.009205067,4.079054837,4.909827728,3.947752675,3.811251203,3.42497222,3.254359168,3.049821512,2.807892931,2.592103833,2.972992797,2.537845529,2.032283082,2.254962447,2.494893349,2.833797224,3.210037262,2.784345593,2.716427587,2.931872174,2.560750341,2.356403937,2.439011212,2.195860318,
Central African Republic,CAF,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,46.26439655,42.14876033,39.52254642,39.07769417,37.84402802,35.47010684,37.24695086,38.49128404,39.1634981,39.49329359,37.74842937,40.11859885,40.24076358,39.73663519,39.07563299,39.99999621,39.67361176,41.67380645,40.3707406,42.02692308,47.59643535,50.17658575,47.30539046,48.94085781,47.70393747,49.27621013,45.97148974,46.86938872,46.40304907,45.04485648,46.51164756,51.72400489,54.77925218,55.67640829,51.73117818,52.10210734,53.41252682,53.62457241,56.92451832,55.7058935,54.93913659,55.1812314,54.28411227,55.71650013,54.63428071,54.20116411,54.49983817,53.93947768,46.43327459,42.16268552,42.36276127,42.85956733,
Canada,CAN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.507223645,1.702723597,1.471931202,1.423286626,1.713832903,1.760044923,1.842097711,,,,
Central Europe and the Baltics,CEB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.008505348,7.631663084,7.53750624,6.674526158,5.959643369,5.484933576,5.807915744,5.150543027,4.918069783,5.352100434,4.412688172,4.08385279,3.713423371,3.687158202,3.338897732,3.392555544,3.928388667,3.624594592,3.836533395,3.675578515,3.296347194,3.262329835,
Switzerland,CHE,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.305276057,2.080194511,1.90933159,1.74187696,1.630400738,1.521527227,1.358771659,1.343347388,1.30184838,1.207231812,1.208200724,1.037191298,1.023194733,0.94647137,1.015948324,0.895415511,0.847598332,0.834011754,0.868854563,0.781739003,0.725943437,0.72330851,0.68179569,0.716824621,0.745508184,0.672413594,0.673034004,
Channel Islands,CHI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,10.8160309,10.41084104,9.483859201,8.161083393,8.758669056,9.067112225,9.562895181,8.898921343,7.904191617,7.048920044,7.013156236,8.310916156,8.509912934,6.850557651,5.898569319,6.83426272,8.775865812,10.33291608,8.013794155,7.688378026,7.64997797,6.882445651,6.602387621,6.246068872,7.717878318,8.373550319,9.657678503,9.907492945,9.349408291,9.134013693,9.146942191,10.26202172,10.27204904,9.040680319,8.369553678,7.79363972,6.003093009,5.975987781,6.307952447,6.201361029,5.916573928,4.839838831,4.877656012,4.863989694,4.427404142,4.517245342,4.205391321,4.026855087,4.054592817,4.060557509,3.926502065,3.996529062,3.612647197,3.695137432,4.282480963,4.313533926,4.300550912,
China,CHN,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,23.1752942,35.79485515,38.98640509,39.85420171,38.02979795,37.54901961,37.17901202,39.80604169,41.6432544,37.5191112,34.79843839,33.63181245,32.41654913,32.92576736,33.42645967,31.95262379,32.35963327,28.99076923,27.68541782,30.7032787,29.63393836,31.31558121,32.7857031,32.56812238,31.53969556,27.93435752,26.63849653,26.32089964,25.23768653,24.61155196,26.58430812,24.03406739,21.32886138,19.3074684,19.47428273,19.59651961,19.32548555,17.89527674,17.15903476,16.06478847,14.67624166,13.98346135,13.30148771,12.34899897,12.91664817,11.6414956,10.62576053,10.28299697,10.25089863,9.786188981,9.530192941,9.434516062,9.419936158,9.295189652,9.059922416,8.832724007,8.556426912,
Cote d'Ivoire,CIV,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.36227288,23.50930666,25.51077442,23.43796853,
Cameroon,CMR,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,32.73182909,31.85079416,31.13330046,31.5057857,30.72351081,31.36392018,31.00411116,31.96504175,30.792829,29.53976476,29.1197122,27.61010904,33.64508248,31.35335451,30.82360287,31.27199216,29.39742062,28.66005643,24.31134078,23.76881242,21.57047735,22.36366395,24.81562876,24.66282911,26.11172765,24.57539141,24.79498173,27.27185284,16.0964563,18.15512512,19.42774339,19.28331839,19.91090421,19.29523689,19.88376055,18.16915124,19.01091871,17.88726215,17.2875684,16.77166027,15.17081449,14.3270441,14.40515699,13.99853865,14.64189657,15.06576059,14.37961739,14.62453573,14.7863319,15.26397422,16.05170936,16.66344259,
"Congo, Dem. Rep.",COD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,20.09565349,21.63302594,21.64212678,21.78074341,18.00107888,16.13844848,14.9392389,15.18284129,15.0441898,15.76030574,17.73448027,22.87865679,23.96436718,27.49831679,28.31871738,26.821514,25.93109118,31.44654096,34.54651271,31.43857489,31.8216704,33.62236547,29.72746504,29.83856492,28.57995826,30.96446703,41.66951194,49.41528476,51.72309077,57.00000051,56.9999995,33.5515788,48.13721701,47.48193554,52.69546646,32.33075007,33.7372182,27.33446168,26.88718374,24.91696192,22.3821148,22.33853594,22.84530142,24.16850942,25.16498593,23.33755578,24.04098649,23.12418398,22.1655081,21.29011002,20.39461364,21.85677823,
"Congo, Rep.",COG,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,23.60046332,20.49180087,19.80472225,20.95408198,21.10970788,19.13580059,19.18819188,19.8630171,19.61414791,17.70683176,17.89473684,17.13640909,16.42512077,15.72847682,15.11710433,14.47688564,13.47753744,15.42553191,16.03630862,14.31372549,11.68146781,7.882591841,7.85915493,7.582582583,6.91704747,7.447436135,12.08970312,11.93728588,13.8670698,12.9345403,12.86089239,11.31780929,11.52756311,11.24851993,10.31393786,10.4525658,8.986689236,9.139190086,10.95556908,8.355757952,5.304252999,5.799931651,6.261580123,6.275223939,5.509406303,4.544180397,3.960322565,4.327298473,3.676959489,4.505890479,3.830407012,3.383113301,3.925774106,4.362166032,4.834284371,7.243495885,8.729036765,
Colombia,COL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,29.30987407,28.49646051,28.33321498,28.26220654,27.52158799,25.68515862,24.05361431,24.59311576,24.61837987,24.87507714,24.38788343,24.12750545,25.57464667,23.56027123,21.99908104,19.91112489,19.80134268,19.30392809,19.18011959,17.79984867,17.45161619,18.02962947,18.7166203,17.37315893,16.61764801,16.74809279,17.4222753,15.79826406,13.8791042,16.0759062,15.28357035,13.82056547,13.7090314,14.2628143,13.96067682,8.949563115,8.975418253,9.200239734,9.039716889,8.618620638,8.442211378,8.085936494,7.829878875,7.515543386,7.466255037,7.098480371,6.848857138,6.326706233,6.081022162,6.184463695,6.615155342,7.120875558,
Comoros,COM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62168925,9.857050191,10.12710144,9.737136564,9.577533989,10.05764778,9.890044773,9.634162297,10.20124905,9.95902081,
Costa Rica,CRI,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,13.88013264,13.32586857,11.85824657,13.20240479,13.5015251,13.02873769,12.41595644,12.27183637,13.02099579,13.11395034,12.93068641,13.49953955,14.01662715,13.36596607,13.77850391,13.8589038,12.25697383,10.25935388,9.321600148,9.363766992,9.783841473,9.794479295,9.556642416,9.384115584,8.86754776,7.809188677,7.743800683,7.188949377,6.396944132,5.912598954,5.512227059,5.627406406,5.35698107,5.507708222,
Caribbean small states,CSS,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,5.952727948,6.210145407,6.397808918,6.630201698,,6.705222985,6.259671445,6.321635142,6.641759681,7.134475546,6.927033215,7.142698798,6.884716757,6.339193651,5.986250208,5.803164972,5.371945434,5.23261134,4.923061435,4.652924783,4.322825931,4.262798813,4.277629837,3.940755321,3.947357195,4.715116873,4.670382876,4.722304882,4.653222509,4.703564924,4.671489028,4.814765081,5.254928608,
Cuba,CUB,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,13.32867469,13.32695657,13.32699462,13.33063723,13.33774051,13.32103965,13.3183669,13.32718527,13.34883745,13.37320898,13.23735007,13.3049828,13.37121358,13.45673236,13.49433037,12.54402779,13.64256278,13.69715441,13.87859429,13.67876582,13.99482791,13.30896194,13.13330235,10.26560285,9.585068429,8.766641422,7.242145561,7.283403236,6.204524379,6.209136431,6.687813641,6.461760775,6.002735074,5.805038952,5.531633517,4.414805003,3.443535151,3.95262988,3.874118684,3.970578663,3.651641275,3.646092948,3.893912995,3.97078301,3.978504052,3.876533644,,
Curacao,CUW,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275876579,0.290090051,0.30523114,0.353658402,0.356447556,0.367039551,0.37129156,,,,,
